Student_ID,Age,Study_Hours,Attendance,Assignments,Marks
2062,19,2.0,73.7,5.0,69.9
2063,21,6.1,98.5,7.0,43.9
2064,22,6.2,96.4,7.0,48.7
2065,20,7.4,,6.0,93.0
2066,23,3.2,83.2,,64.6
2067,20,,74.8,5.0,76.9
2068,23,3.5,60.7,4.0,71.7
2069,24,1.7,65.1,5.0,62.7
2070,19,8.9,90.2,10.0,63.3
2071,18,7.6,78.9,10.0,73.3
2072,19,3.7,66.0,8.0,48.5
2073,24,6.4,70.6,5.0,63.2
2074,21,2.8,97.9,6.0,66.8
2075,21,9.0,74.7,5.0,99.1
2076,24,2.0,96.3,6.0,61.1
2077,23,1.0,72.2,8.0,78.7
2078,22,5.5,81.7,6.0,48.2
2079,22,6.2,60.8,9.0,43.9
2080,23,6.2,80.9,9.0,92.3
2081,21,1.5,85.5,10.0,83.8
2082,21,3.8,69.4,7.0,59.0
2083,21,5.5,83.2,4.0,70.3
2084,19,2.9,85.9,8.0,48.1
2085,21,8.9,87.5,10.0,82.4
2086,20,1.8,91.1,6.0,44.2
2087,18,5.4,72.5,3.0,85.4
2088,21,7.2,82.7,8.0,72.8
2089,23,3.4,99.3,3.0,56.7
2090,18,6.6,95.9,4.0,91.8
2091,19,8.5,98.1,6.0,99.2
2092,23,2.7,75.4,8.0,55.3
2093,18,9.3,91.5,8.0,88.4
2094,23,6.0,84.8,4.0,85.0
2095,19,3.7,63.3,7.0,84.8
2096,20,4.9,93.0,3.0,97.4
2097,19,3.8,87.1,8.0,69.2
2098,19,7.5,68.0,5.0,80.5
2099,23,8.2,63.2,3.0,89.4
2100,24,8.5,93.5,10.0,68.8
2101,22,9.9,63.2,6.0,68.9
2102,21,8.1,63.7,4.0,59.1
2103,21,6.4,77.1,10.0,86.8
2104,20,4.1,65.4,3.0,81.2
2105,20,5.9,96.5,5.0,67.1
2106,21,1.4,78.8,9.0,65.2
2107,22,7.7,82.8,5.0,44.4
2108,21,5.0,97.1,10.0,40.4
2109,24,1.2,81.2,4.0,71.7
2110,22,1.6,74.1,10.0,65.0
2111,20,4.5,91.9,4.0,87.8
2112,18,,77.7,9.0,72.6
2113,23,5.2,72.7,3.0,96.2
2114,24,6.6,88.9,6.0,51.8
2115,24,5.3,92.1,7.0,99.4
2116,20,7.0,91.7,5.0,57.9
2117,20,3.0,99.1,4.0,78.5
2118,19,2.0,91.5,7.0,70.1
2119,24,6.4,90.8,10.0,61.6
2120,19,5.4,94.3,7.0,48.4
2121,19,1.2,60.0,7.0,48.1
2122,23,4.4,,6.0,82.7
2123,19,2.0,89.5,4.0,62.7
2124,22,5.8,84.0,10.0,97.7
2125,21,4.6,67.1,5.0,59.5
2126,18,6.5,72.1,4.0,99.0
2127,20,8.3,73.5,3.0,52.3
2128,22,3.7,82.7,10.0,46.2
2129,18,9.7,93.3,5.0,58.8
2130,24,5.8,97.3,10.0,93.1
2131,24,6.6,90.0,4.0,71.3
2132,24,7.1,93.7,,48.1
2133,22,7.0,78.8,3.0,52.1
2134,22,5.6,75.6,8.0,58.7
2135,20,4.9,75.7,5.0,75.4
2136,21,1.5,,8.0,59.9
2137,19,1.2,65.0,7.0,84.8
2138,24,4.2,,9.0,77.0
2139,23,4.0,86.6,10.0,92.4
2140,21,4.5,77.6,6.0,70.1
2141,23,2.2,98.1,3.0,59.9
2142,20,7.6,84.3,5.0,99.8
2143,20,8.7,68.8,3.0,61.3
2144,20,9.4,79.2,7.0,65.7
2145,18,5.4,87.0,8.0,88.5
2146,23,7.3,72.9,6.0,45.3
2147,21,8.7,63.2,3.0,63.2
2148,21,4.8,83.3,8.0,45.1
2149,22,3.8,97.9,7.0,48.4
2150,22,9.4,79.4,7.0,40.3
2151,24,5.6,96.2,7.0,40.6
2152,22,5.5,93.4,10.0,62.8
2153,20,2.6,65.9,9.0,88.5
2154,21,2.0,88.3,10.0,75.2
2155,23,8.6,77.4,8.0,78.1
2156,20,6.5,70.0,5.0,71.2
2157,18,3.9,87.5,4.0,89.2
2158,22,2.7,89.7,3.0,92.8
2159,20,6.0,67.2,9.0,91.0
2160,20,6.3,96.6,4.0,88.7
2161,18,2.9,90.0,7.0,51.0
2162,19,8.7,97.3,4.0,75.6
2163,21,1.8,72.7,8.0,74.9
2164,23,4.2,97.6,10.0,71.7
2165,24,7.1,74.7,7.0,68.8
2166,19,3.5,62.2,10.0,45.4
2167,22,8.4,90.5,9.0,46.1
2168,20,7.7,88.1,7.0,94.1
2169,18,8.1,83.9,6.0,77.8
2170,18,2.1,79.6,6.0,55.7
2171,21,2.3,61.3,9.0,56.8
2172,19,3.6,85.0,8.0,76.6
2173,24,5.7,76.7,8.0,64.4
2174,21,7.7,82.4,4.0,66.5
2175,20,8.5,77.2,9.0,43.6
2176,21,7.3,98.6,10.0,48.3
2177,23,9.4,84.2,3.0,63.6
2178,18,7.6,90.0,9.0,82.0
2179,18,3.8,97.5,4.0,42.9
2180,22,3.4,83.7,8.0,60.1
2181,22,7.3,60.5,3.0,81.7
2182,24,2.7,61.4,9.0,87.5
2183,20,1.8,88.1,,51.4
2184,23,5.8,71.2,5.0,83.9
2185,19,8.4,83.2,10.0,97.3
2186,21,1.9,68.1,5.0,94.4
2187,24,8.1,70.8,10.0,87.4
2188,20,8.3,80.2,3.0,82.7
2189,22,5.3,99.0,6.0,54.1
2190,21,1.5,84.7,10.0,78.0
2191,22,2.6,97.4,3.0,78.6
2192,21,7.4,98.4,4.0,64.4
2193,19,7.4,68.3,7.0,69.6
2194,20,9.1,72.4,5.0,81.6
2195,21,6.2,90.8,7.0,97.1
2196,23,2.1,94.7,5.0,57.7
2197,24,2.1,80.8,4.0,54.8
2198,18,7.5,99.7,5.0,76.1
2199,23,2.7,60.5,3.0,47.8
2200,23,4.0,72.0,7.0,75.0
2201,24,5.4,84.9,8.0,45.3
2202,18,1.2,78.8,7.0,69.4
2203,23,3.2,64.7,4.0,77.2
2204,21,4.7,74.7,8.0,44.2
2205,21,3.5,61.0,7.0,52.4
2206,21,2.2,85.7,10.0,60.1
2207,18,7.6,95.7,9.0,62.1
2208,23,8.3,95.4,10.0,80.6
2209,18,3.3,88.0,4.0,71.7
2210,21,8.0,78.6,9.0,62.9
2211,24,4.5,80.5,6.0,67.0
2212,23,5.6,65.5,3.0,40.8
2213,23,8.7,73.6,10.0,86.2
2214,22,7.7,67.5,5.0,42.5
2215,22,8.2,92.8,9.0,89.8
2216,19,2.2,96.6,5.0,72.5
2217,20,1.6,81.5,5.0,71.7
2218,22,9.0,89.1,6.0,82.3
2219,18,4.5,64.9,3.0,91.6
2220,22,3.6,84.3,7.0,96.6
2221,19,7.5,88.1,9.0,72.6
2222,23,8.5,78.1,7.0,49.0
2223,19,8.8,69.7,10.0,92.7
2224,23,3.8,95.1,3.0,42.4
2225,24,8.7,89.7,8.0,88.4
2226,24,1.4,96.0,3.0,80.8
2227,23,1.4,92.7,5.0,94.3
2228,20,6.6,99.6,7.0,93.8
2229,22,1.6,67.7,3.0,43.2
2230,18,3.9,63.5,7.0,76.6
2231,18,7.1,73.5,3.0,47.5
2232,21,4.0,65.2,4.0,44.7
2233,23,2.6,80.9,10.0,66.9
2234,18,3.5,85.3,9.0,45.9
2235,20,5.1,83.1,5.0,83.7
2236,23,5.3,70.4,3.0,98.1
2237,20,8.0,96.4,6.0,74.2
2238,18,7.8,60.8,3.0,54.1
2239,18,5.1,73.9,4.0,90.6
2240,21,8.6,88.8,10.0,91.2
2241,18,2.0,90.7,6.0,84.0
2242,23,3.3,76.6,6.0,76.9
2243,24,8.5,60.7,10.0,92.1
2244,23,4.4,84.7,3.0,49.8
2245,23,9.8,62.5,4.0,95.9
2246,21,5.2,64.3,6.0,96.8
2247,21,8.1,86.0,9.0,92.3
2248,18,4.6,72.5,5.0,55.0
2249,19,4.8,73.9,8.0,91.5
2250,19,4.4,79.5,5.0,69.9
2251,21,7.5,99.1,7.0,75.7
2252,18,,98.6,7.0,90.4
2253,19,9.5,76.7,4.0,41.8
2254,18,3.3,70.6,6.0,61.8
2255,18,1.9,72.1,5.0,88.9
2256,18,4.5,70.8,5.0,88.8
2257,22,6.6,81.3,8.0,90.9
2258,23,8.7,84.3,4.0,50.2
2259,18,4.1,79.6,9.0,82.4
2260,22,6.9,76.3,6.0,48.8
2261,21,4.2,68.5,4.0,87.1
2262,19,6.6,79.3,3.0,54.7
2263,23,9.0,73.6,5.0,84.3
2264,24,3.1,81.7,4.0,67.3
2265,19,4.6,87.0,4.0,99.2
2266,23,9.9,85.3,8.0,74.8
2267,24,8.8,78.5,9.0,78.0
2268,19,6.1,82.2,3.0,62.1
2269,23,5.6,71.4,7.0,84.1
2270,19,3.6,61.0,5.0,69.7
2271,19,5.7,85.0,8.0,41.1
2272,24,8.6,70.1,,76.5
2273,19,7.2,86.8,9.0,89.8
2274,19,3.6,89.9,4.0,54.2
2275,24,2.8,96.6,5.0,53.3
2276,21,3.4,98.3,10.0,76.5
2277,18,2.5,60.4,7.0,89.1
2278,20,1.9,99.6,10.0,55.0
2279,22,4.8,87.3,10.0,95.9
2280,20,2.0,85.7,10.0,95.6
2281,20,2.5,60.6,9.0,52.0
2282,23,5.9,94.4,4.0,55.8
2283,18,2.5,65.8,9.0,82.0
2284,23,1.6,93.5,3.0,97.1
2285,18,3.9,60.6,9.0,82.6
2286,24,3.0,85.8,5.0,66.7
2287,24,5.6,77.4,9.0,50.1
2288,18,1.9,68.0,9.0,67.7
2289,19,7.8,64.3,10.0,76.4
2290,21,9.2,77.6,8.0,59.9
2291,19,7.7,64.9,3.0,70.6
2292,21,5.8,79.5,7.0,47.8
2293,23,8.7,85.0,7.0,67.1
2294,21,7.3,93.1,5.0,45.4
2295,23,1.1,87.1,7.0,42.9
2296,24,4.5,62.6,6.0,91.4
2297,20,8.7,72.3,8.0,52.3
2298,24,4.1,71.5,5.0,74.5
2299,24,1.3,96.6,9.0,48.9
2300,20,7.7,94.7,6.0,55.8
2301,21,,74.8,7.0,61.7
2302,21,2.4,62.8,9.0,48.6
2303,23,5.8,95.8,5.0,42.8
2304,19,2.7,95.5,10.0,92.6
2305,23,7.5,94.2,6.0,40.7
2306,19,3.4,93.8,7.0,43.7
2307,24,3.8,79.2,4.0,88.3
2308,20,8.6,67.1,4.0,56.9
2309,24,5.3,79.1,3.0,
2310,18,7.0,79.8,4.0,48.8
2311,21,4.6,79.6,10.0,54.2
2312,19,3.7,81.6,6.0,74.4
2313,23,6.6,70.3,10.0,99.3
2314,20,2.4,74.6,8.0,44.4
2315,19,4.4,77.4,,64.0
2316,23,2.9,65.2,5.0,42.6
2317,21,7.3,78.2,5.0,52.0
2318,24,9.5,92.4,5.0,94.4
2319,21,10.0,93.1,4.0,45.8
2320,22,5.1,76.5,9.0,91.4
2321,18,3.3,80.8,10.0,50.7
2322,22,5.0,61.3,4.0,91.7
2323,20,8.6,87.0,3.0,72.3
2324,19,2.9,76.2,8.0,92.7
2325,20,9.6,77.8,9.0,49.1
2326,24,4.1,94.9,8.0,85.7
2327,23,9.9,78.5,9.0,80.8
2328,21,8.5,60.8,9.0,72.6
2329,22,8.3,69.1,7.0,88.6
2330,22,3.9,79.0,3.0,78.9
2331,24,1.1,77.0,6.0,92.6
2332,22,4.4,94.4,5.0,62.9
2333,24,3.7,81.7,4.0,75.4
2334,20,1.3,87.6,7.0,92.2
2335,21,5.5,78.8,7.0,52.9
2336,19,4.6,77.6,9.0,69.1
2337,23,6.7,77.9,4.0,97.6
2338,19,6.6,76.4,3.0,68.4
2339,20,2.1,81.5,7.0,55.2
2340,23,9.8,70.0,8.0,61.1
2341,22,2.7,95.6,3.0,93.1
2342,18,5.0,73.3,4.0,97.3
2343,20,5.4,65.9,9.0,97.0
2344,20,8.3,63.9,3.0,81.9
2345,21,1.9,60.5,9.0,70.6
2346,19,4.9,,8.0,51.0
2347,20,6.7,67.5,5.0,47.4
2348,20,2.9,60.9,9.0,43.6
2349,22,6.6,80.8,9.0,41.1
2350,22,9.3,87.2,10.0,92.7
2351,23,10.0,63.4,4.0,88.5
2352,24,1.3,78.4,8.0,74.1
2353,24,3.1,89.7,4.0,99.9
2354,18,3.8,99.4,8.0,97.2
2355,24,4.6,86.7,8.0,79.3
2356,21,3.2,69.8,7.0,67.9
2357,18,2.8,88.7,7.0,49.1
2358,23,,83.9,7.0,70.9
2359,22,9.3,68.5,5.0,49.5
2360,24,1.4,94.0,5.0,63.9
2361,19,4.0,77.1,8.0,96.6
2362,22,4.6,98.5,6.0,60.5
2363,21,3.2,88.9,4.0,49.2
2364,22,6.7,85.8,7.0,74.9
2365,21,6.8,89.1,4.0,76.1
2366,21,8.7,79.1,9.0,51.6
2367,21,7.7,80.2,8.0,51.8
2368,23,5.9,94.0,3.0,99.4
2369,21,6.9,87.2,8.0,54.6
2370,21,3.5,95.9,5.0,90.3
2371,19,6.3,95.6,6.0,68.2
2372,18,5.4,99.1,3.0,66.1
2373,20,2.2,88.0,4.0,57.7
2374,18,3.2,80.1,5.0,86.4
2375,21,3.6,66.7,7.0,92.8
2376,19,9.3,88.2,3.0,55.7
2377,22,3.1,71.7,5.0,45.7
2378,19,3.6,71.3,4.0,48.2
2379,21,4.3,69.5,8.0,87.6
2380,19,7.0,95.0,4.0,66.1
2381,24,2.1,94.7,3.0,47.9
2382,19,9.6,85.2,10.0,60.4
2383,21,8.8,78.9,3.0,70.9
2384,23,6.2,86.9,8.0,91.1
2385,24,7.1,84.3,3.0,78.5
2386,19,1.1,76.6,6.0,50.6
2387,20,4.1,75.2,7.0,49.5
2388,20,8.2,75.3,5.0,64.7
2389,19,1.7,83.6,8.0,44.5
2390,23,3.5,85.9,4.0,85.3
2391,22,6.3,78.1,4.0,64.1
2392,21,3.3,98.7,7.0,60.6
2393,20,9.4,63.4,3.0,70.5
2394,22,2.2,73.9,3.0,82.5
2395,19,8.2,,4.0,74.2
2396,22,5.6,60.7,7.0,88.1
2397,24,7.8,74.6,4.0,77.8
2398,18,3.8,70.9,3.0,87.3
2399,20,5.6,80.2,8.0,81.8
2400,19,8.7,73.5,5.0,51.6
2401,21,5.2,89.0,3.0,43.1
2402,23,4.2,80.4,8.0,94.2
2403,24,5.8,65.2,5.0,96.7
2404,19,7.5,90.0,9.0,83.6
2405,21,5.0,64.0,6.0,83.5
2406,23,9.4,93.6,7.0,56.2
2407,23,3.7,97.3,8.0,72.5
2408,19,5.3,72.9,6.0,99.5
2409,24,7.8,97.0,3.0,91.4
2410,22,7.2,91.7,9.0,58.3
2411,22,8.8,96.9,7.0,58.1
2412,23,10.0,86.7,8.0,69.0
2413,22,4.8,69.4,9.0,64.3
2414,18,2.0,95.8,10.0,62.3
2415,23,1.3,67.4,3.0,77.6
2416,23,7.5,68.5,7.0,40.7
2417,21,8.9,70.8,10.0,85.8
2418,22,3.0,72.2,7.0,84.4
2419,24,2.4,80.6,3.0,89.8
2420,23,1.6,88.5,3.0,90.5
2421,24,8.4,97.0,9.0,74.0
2422,18,3.8,63.5,9.0,86.8
2423,21,4.6,98.2,8.0,69.5
2424,19,5.5,96.9,7.0,97.1
2425,24,8.6,62.2,8.0,51.4
2426,23,6.9,74.4,9.0,94.9
2427,18,6.5,92.5,7.0,55.5
2428,20,2.6,84.5,8.0,46.2
2429,18,5.6,91.2,3.0,66.3
2430,18,7.4,88.8,3.0,76.9
2431,21,9.8,79.9,10.0,53.9
2432,19,2.8,61.6,4.0,73.3
2433,20,1.1,83.4,9.0,88.5
2434,22,1.7,61.9,8.0,55.4
2435,22,4.4,84.1,4.0,74.8
2436,24,8.4,92.0,4.0,60.4
2437,18,1.1,83.4,6.0,
2438,21,5.1,99.9,7.0,80.0
2439,21,4.0,78.2,5.0,61.0
2440,22,1.5,90.0,6.0,99.7
2441,24,5.1,86.7,9.0,73.8
2442,24,3.3,99.7,10.0,89.5
2443,24,4.2,88.5,7.0,83.5
2444,20,7.4,66.6,5.0,91.2
2445,19,5.7,98.2,4.0,50.4
2446,20,2.1,86.7,10.0,53.4
2447,23,9.7,62.4,5.0,69.2
2448,23,6.7,,3.0,91.1
2449,19,,95.3,9.0,51.9
2450,22,1.7,83.1,10.0,98.3
2451,19,1.4,74.2,3.0,47.7
2452,21,1.2,92.8,8.0,50.5
2453,23,2.7,91.3,10.0,50.0
2454,18,4.7,81.8,10.0,75.2
2455,18,9.4,66.2,7.0,95.1
2456,22,5.1,70.0,6.0,55.3
2457,21,3.6,89.5,9.0,73.2
2458,20,6.1,92.2,4.0,50.5
2459,21,2.0,71.2,9.0,77.9
2460,18,6.5,74.7,7.0,47.4
2461,18,6.1,63.1,10.0,69.5
2462,23,8.1,88.5,4.0,79.3
2463,21,9.9,60.1,3.0,74.7
2464,21,3.3,61.9,9.0,48.4
2465,18,5.6,60.2,6.0,49.7
2466,20,9.2,85.8,6.0,80.3
2467,22,8.1,76.7,3.0,88.5
2468,24,5.4,71.9,5.0,94.5
2469,22,9.5,96.5,6.0,88.8
2470,21,1.5,67.7,5.0,98.4
2471,22,9.4,75.6,4.0,64.5
2472,18,1.5,97.6,6.0,59.9
2473,18,5.9,77.1,8.0,41.7
2474,21,9.0,82.2,10.0,67.0
2475,21,3.4,63.2,3.0,79.1
2476,24,5.3,91.6,10.0,88.9
2477,24,3.9,76.9,10.0,56.0
2478,23,9.6,92.0,9.0,70.8
2479,21,8.4,70.2,5.0,79.7
2480,20,7.4,76.9,8.0,73.1
2481,22,6.3,91.5,4.0,56.4
2482,21,8.4,99.0,4.0,87.8
2483,19,4.5,62.4,6.0,50.4
2484,23,5.0,92.5,6.0,94.3
2485,19,7.6,72.0,8.0,97.2
2486,18,4.2,82.0,7.0,61.9
2487,24,1.6,71.6,7.0,62.6
2488,22,1.7,84.5,6.0,84.6
2489,21,2.0,74.2,7.0,67.4
2490,19,8.8,73.3,3.0,41.7
2491,22,5.3,61.5,8.0,95.2
2492,18,7.4,65.9,3.0,65.8
2493,24,4.5,96.7,7.0,52.2
2494,20,3.3,99.9,6.0,73.3
2495,23,4.1,91.2,,53.1
2496,22,8.1,71.5,10.0,52.4
2497,22,6.6,76.1,3.0,72.7
2498,20,9.4,89.6,4.0,63.5
2499,22,7.1,98.7,9.0,74.4
2500,18,6.1,78.2,10.0,99.8
2501,18,6.5,93.2,10.0,91.5
2502,20,9.5,99.0,6.0,40.5
2503,23,8.1,94.9,8.0,43.0
2504,21,1.2,69.1,5.0,76.6
2505,19,5.8,60.3,5.0,77.6
2506,21,7.2,79.7,6.0,92.7
2507,22,7.7,81.3,7.0,77.7
2508,19,2.9,68.1,10.0,53.7
2509,20,8.8,71.4,10.0,68.1
2510,20,9.6,90.6,3.0,88.5
2511,23,3.1,78.8,3.0,95.4
2512,19,8.9,72.7,6.0,54.2
2513,18,1.9,84.9,4.0,72.4
2514,19,1.5,86.1,8.0,49.5
2515,22,2.2,90.8,7.0,69.8
2516,18,1.5,66.3,10.0,45.4
2517,24,8.6,89.7,,96.5
2518,24,1.5,84.0,6.0,78.3
2519,24,3.4,62.3,6.0,91.3
2520,20,1.9,91.1,10.0,99.9
2521,19,3.7,75.3,4.0,51.0
2522,24,1.8,73.2,5.0,81.6
2523,21,7.0,77.9,,93.2
2524,23,2.2,,8.0,74.6
2525,21,8.7,73.5,9.0,78.4
2526,24,8.4,92.3,7.0,64.5
2527,23,1.1,65.0,4.0,80.5
2528,22,,98.8,5.0,63.7
2529,21,1.3,82.2,4.0,68.6
2530,19,3.2,67.3,5.0,46.2
2531,19,1.3,65.2,5.0,40.5
2532,21,4.0,83.7,8.0,43.3
2533,24,5.6,85.3,7.0,51.6
2534,19,8.2,62.1,6.0,67.4
2535,22,4.0,69.7,5.0,41.3
2536,18,7.3,91.8,6.0,49.4
2537,24,2.7,62.0,7.0,86.9
2538,22,7.8,94.2,6.0,85.7
2539,23,3.1,86.3,10.0,87.4
2540,22,2.3,77.4,8.0,95.3
2541,24,2.7,73.9,8.0,47.1
2542,23,2.6,60.8,3.0,49.8
2543,24,5.6,93.0,8.0,60.0
2544,19,8.6,65.7,5.0,94.9
2545,18,1.7,72.4,7.0,86.5
2546,24,7.4,82.8,8.0,59.4
2547,24,6.9,69.8,4.0,45.3
2548,19,8.9,79.9,7.0,77.0
2549,20,3.2,92.4,5.0,55.4
2550,19,5.1,78.8,7.0,71.9
2551,23,9.3,98.0,8.0,96.5
2552,19,6.9,93.9,4.0,74.4
2553,19,4.5,73.3,3.0,95.4
2554,18,2.2,76.0,5.0,63.6
2555,19,3.4,76.9,9.0,78.0
2556,24,6.2,85.0,10.0,93.6
2557,18,7.5,71.5,5.0,75.3
2558,21,2.1,98.8,7.0,76.9
2559,20,6.4,84.3,9.0,83.0
2560,18,6.0,76.0,9.0,92.9
2561,23,5.6,85.8,6.0,45.3
2562,21,7.2,75.8,9.0,60.2
2563,18,8.5,92.7,6.0,63.9
2564,18,3.9,82.7,10.0,94.6
2565,20,9.0,61.7,9.0,97.4
2566,24,2.4,67.1,4.0,47.2
2567,23,2.6,94.6,3.0,47.1
2568,22,3.4,82.5,3.0,96.1
2569,22,2.1,98.0,9.0,57.7
2570,18,3.1,62.9,7.0,54.5
2571,19,2.0,71.8,7.0,42.1
2572,23,8.4,67.7,6.0,56.5
2573,21,2.3,82.2,8.0,81.6
2574,19,7.7,75.3,3.0,65.6
2575,19,1.4,66.3,8.0,71.0
2576,23,9.5,85.7,3.0,95.0
2577,24,7.4,81.5,8.0,46.9
2578,18,1.1,71.0,8.0,44.3
2579,18,7.9,79.2,3.0,91.1
2580,18,5.6,89.8,10.0,86.5
2581,18,8.0,68.2,4.0,55.8
2582,22,5.7,71.7,4.0,59.5
2583,18,6.8,73.8,7.0,58.6
2584,22,8.1,89.9,8.0,78.9
2585,22,4.6,93.9,8.0,43.7
2586,24,1.0,75.1,10.0,69.4
2587,18,8.6,71.9,8.0,48.0
2588,20,4.4,95.6,10.0,89.2
2589,21,5.5,100.0,8.0,62.8
2590,19,1.1,86.8,8.0,71.7
2591,22,5.4,,10.0,41.8
2592,23,9.9,86.4,,43.5
2593,23,3.5,89.3,5.0,80.5
2594,21,4.6,75.5,8.0,86.0
2595,23,7.2,77.3,6.0,82.6
2596,20,8.3,65.8,4.0,84.2
2597,23,4.8,92.9,8.0,46.3
2598,19,3.8,97.2,4.0,
2599,19,9.4,84.9,7.0,50.9
2600,22,7.1,73.7,5.0,45.9
2601,18,2.1,66.2,3.0,85.4
2602,24,1.6,70.6,5.0,93.4
2603,20,5.4,70.2,8.0,83.0
2604,22,3.0,84.5,8.0,88.3
2605,20,3.3,97.8,10.0,99.5
2606,18,8.9,61.9,5.0,48.1
2607,23,1.8,60.0,5.0,97.9
2608,23,7.4,84.0,7.0,76.1
2609,24,3.4,71.4,9.0,88.8
2610,18,7.8,95.2,4.0,79.0
2611,22,7.5,73.1,10.0,74.2
2612,24,1.1,,3.0,82.2
2613,18,5.6,70.8,10.0,59.2
2614,21,2.3,65.8,9.0,95.5
2615,19,,83.3,5.0,46.9
2616,24,8.8,66.7,3.0,59.1
2617,24,4.8,77.0,,41.9
2618,22,5.0,78.4,10.0,56.3
2619,20,3.7,60.8,4.0,53.1
2620,21,7.4,60.7,3.0,43.0
2621,22,4.2,80.8,9.0,69.5
2622,18,3.4,87.8,6.0,68.1
2623,18,4.9,,4.0,44.7
2624,18,1.8,67.2,9.0,55.7
2625,18,7.7,64.1,3.0,97.2
2626,20,1.1,62.1,5.0,46.6
2627,21,6.8,77.4,9.0,58.3
2628,23,2.6,84.9,5.0,42.2
2629,19,3.1,93.6,4.0,48.9
2630,20,6.7,87.3,4.0,82.0
2631,20,9.9,68.3,9.0,62.0
2632,23,8.0,78.5,5.0,67.1
2633,23,3.0,96.4,3.0,49.4
2634,19,2.6,73.1,9.0,80.9
2635,19,8.8,79.9,6.0,85.1
2636,23,5.0,98.3,10.0,50.9
2637,18,2.2,89.4,7.0,42.7
2638,20,8.8,89.9,4.0,44.9
2639,22,8.3,70.1,5.0,79.4
2640,19,9.9,76.6,3.0,48.1
2641,19,9.2,63.3,4.0,69.6
2642,23,8.7,84.3,3.0,49.2
2643,21,1.5,64.1,4.0,50.2
2644,22,1.9,93.4,5.0,40.3
2645,22,6.1,92.6,3.0,59.2
2646,19,5.8,81.3,5.0,45.4
2647,18,5.1,65.6,3.0,63.6
2648,21,4.6,61.0,4.0,75.9
2649,22,4.9,91.9,7.0,62.1
2650,19,6.1,84.0,10.0,82.3
2651,22,1.0,88.4,10.0,84.5
2652,24,3.3,72.2,7.0,81.8
2653,21,5.7,80.4,10.0,96.2
2654,21,7.5,89.9,9.0,54.2
2655,24,2.6,78.5,6.0,51.4
2656,20,5.9,84.1,6.0,76.6
2657,24,7.4,91.6,9.0,75.7
2658,23,5.0,68.6,9.0,70.6
2659,23,1.2,62.6,8.0,40.3
2660,19,5.0,81.3,5.0,73.3
2661,21,3.7,62.5,3.0,96.0
2662,20,9.4,90.7,6.0,60.1
2663,20,2.1,88.8,4.0,98.1
2664,22,6.9,95.3,9.0,61.4
2665,22,1.5,85.6,10.0,48.4
2666,24,5.0,62.7,7.0,63.9
2667,20,6.0,70.1,3.0,69.7
2668,24,3.7,92.3,8.0,77.8
2669,24,5.1,66.7,7.0,70.3
2670,22,2.5,87.9,10.0,72.2
2671,21,3.7,91.2,9.0,41.4
2672,24,,73.2,3.0,55.2
2673,18,3.7,72.9,9.0,58.6
2674,21,9.1,82.3,6.0,99.2
2675,20,6.7,94.5,6.0,57.7
2676,20,4.9,69.0,5.0,93.8
2677,24,1.3,97.7,10.0,58.3
2678,21,5.5,84.0,8.0,45.8
2679,22,7.9,99.7,3.0,54.9
2680,22,3.4,63.6,8.0,56.4
2681,23,8.3,65.1,4.0,98.7
2682,20,3.3,93.1,8.0,80.5
2683,19,8.4,94.6,9.0,95.9
2684,23,1.8,77.8,9.0,90.1
2685,22,,88.6,6.0,74.7
2686,21,5.5,94.7,,80.5
2687,22,3.7,61.7,10.0,77.5
2688,21,3.4,83.0,9.0,80.0
2689,23,4.9,94.1,6.0,55.9
2690,20,10.0,75.9,7.0,64.5
2691,22,3.0,72.1,6.0,75.6
2692,24,1.9,91.8,3.0,42.2
2693,21,6.3,73.4,10.0,69.0
2694,20,5.4,60.1,5.0,91.6
2695,19,5.7,98.4,9.0,69.5
2696,21,7.0,83.7,3.0,73.1
2697,23,3.4,92.8,4.0,52.1
2698,19,9.2,93.0,4.0,87.7
2699,19,4.9,62.7,6.0,61.5
2700,18,2.2,66.8,5.0,97.4
2701,22,7.7,72.4,8.0,99.6
2702,21,6.8,72.8,5.0,95.0
2703,19,3.8,86.4,5.0,45.1
2704,18,6.6,84.9,5.0,60.0
2705,23,3.0,79.8,6.0,96.7
2706,20,5.0,68.5,3.0,88.3
2707,24,9.1,,6.0,94.7
2708,24,2.2,81.7,8.0,74.4
2709,21,4.5,78.7,3.0,68.8
2710,19,8.4,65.1,8.0,46.4
2711,24,9.7,86.0,7.0,90.4
2712,22,5.1,62.9,7.0,84.7
2713,24,5.6,75.1,10.0,43.5
2714,24,6.1,88.4,9.0,52.6
2715,24,9.4,60.8,9.0,73.4
2716,18,8.7,82.8,3.0,81.1
2717,19,2.5,73.4,6.0,48.3
2718,22,4.9,60.4,8.0,54.7
2719,19,5.2,67.6,8.0,51.6
2720,21,8.1,97.6,9.0,53.2
2721,21,6.4,80.8,9.0,95.2
2722,21,6.9,99.9,4.0,82.9
2723,23,10.0,81.0,8.0,84.2
2724,24,1.7,81.8,6.0,87.6
2725,23,3.0,75.7,4.0,61.4
2726,18,4.7,72.4,6.0,86.0
2727,21,4.1,70.1,5.0,98.7
2728,22,1.2,73.7,8.0,81.9
2729,19,1.8,78.4,5.0,65.0
2730,24,7.1,67.7,7.0,83.0
2731,20,8.9,69.0,7.0,94.0
